game,day,theme,tweet,telegram,email,meme
neon-drift,28,weekend,neon-drift/tweets/day-028.txt,neon-drift/telegram/day-028.md,neon-drift/emails/day-028.md,
neon-drift,29,launch,neon-drift/tweets/day-029.txt,neon-drift/telegram/day-029.md,neon-drift/emails/day-029.md,
neon-drift,30,tip,neon-drift/tweets/day-030.txt,neon-drift/telegram/day-030.md,neon-drift/emails/day-030.md,neon-drift/memes/meme-010.svg
neon-drift,31,feature,neon-drift/tweets/day-031.txt,neon-drift/telegram/day-031.md,neon-drift/emails/day-031.md,
neon-drift,32,community,neon-drift/tweets/day-032.txt,neon-drift/telegram/day-032.md,neon-drift/emails/day-032.md,
neon-drift,33,challenge,neon-drift/tweets/day-033.txt,neon-drift/telegram/day-033.md,neon-drift/emails/day-033.md,neon-drift/memes/meme-011.svg
neon-drift,34,meme,neon-drift/tweets/day-034.txt,neon-drift/telegram/day-034.md,neon-drift/emails/day-034.md,
neon-drift,35,weekend,neon-drift/tweets/day-035.txt,neon-drift/telegram/day-035.md,neon-drift/emails/day-035.md,
neon-drift,36,launch,neon-drift/tweets/day-036.txt,neon-drift/telegram/day-036.md,neon-drift/emails/day-036.md,neon-drift/memes/meme-012.svg
neon-drift,37,tip,neon-drift/tweets/day-037.txt,neon-drift/telegram/day-037.md,neon-drift/emails/day-037.md,
neon-drift,38,feature,neon-drift/tweets/day-038.txt,neon-drift/telegram/day-038.md,neon-drift/emails/day-038.md,
neon-drift,39,community,neon-drift/tweets/day-039.txt,neon-drift/telegram/day-039.md,neon-drift/emails/day-039.md,neon-drift/memes/meme-013.svg
neon-drift,40,challenge,neon-drift/tweets/day-040.txt,neon-drift/telegram/day-040.md,neon-drift/emails/day-040.md,
neon-drift,41,meme,neon-drift/tweets/day-041.txt,neon-drift/telegram/day-041.md,neon-drift/emails/day-041.md,
neon-drift,42,weekend,neon-drift/tweets/day-042.txt,neon-drift/telegram/day-042.md,neon-drift/emails/day-042.md,neon-drift/memes/meme-014.svg
neon-drift,43,launch,neon-drift/tweets/day-043.txt,neon-drift/telegram/day-043.md,neon-drift/emails/day-043.md,
neon-drift,44,tip,neon-drift/tweets/day-044.txt,neon-drift/telegram/day-044.md,neon-drift/emails/day-044.md,
neon-drift,45,feature,neon-drift/tweets/day-045.txt,neon-drift/telegram/day-045.md,neon-drift/emails/day-045.md,neon-drift/memes/meme-015.svg
neon-drift,46,community,neon-drift/tweets/day-046.txt,neon-drift/telegram/day-046.md,neon-drift/emails/day-046.md,
neon-drift,47,challenge,neon-drift/tweets/day-047.txt,neon-drift/telegram/day-047.md,neon-drift/emails/day-047.md,
neon-drift,48,meme,neon-drift/tweets/day-048.txt,neon-drift/telegram/day-048.md,neon-drift/emails/day-048.md,neon-drift/memes/meme-016.svg
neon-drift,49,weekend,neon-drift/tweets/day-049.txt,neon-drift/telegram/day-049.md,neon-drift/emails/day-049.md,
neon-drift,50,launch,neon-drift/tweets/day-050.txt,neon-drift/telegram/day-050.md,neon-drift/emails/day-050.md,
neon-drift,51,tip,neon-drift/tweets/day-051.txt,neon-drift/telegram/day-051.md,neon-drift/emails/day-051.md,neon-drift/memes/meme-017.svg
neon-drift,52,feature,neon-drift/tweets/day-052.txt,neon-drift/telegram/day-052.md,neon-drift/emails/day-052.md,
neon-drift,53,community,neon-drift/tweets/day-053.txt,neon-drift/telegram/day-053.md,neon-drift/emails/day-053.md,
neon-drift,54,challenge,neon-drift/tweets/day-054.txt,neon-drift/telegram/day-054.md,neon-drift/emails/day-054.md,neon-drift/memes/meme-018.svg
neon-drift,55,meme,neon-drift/tweets/day-055.txt,neon-drift/telegram/day-055.md,neon-drift/emails/day-055.md,
neon-drift,56,weekend,neon-drift/tweets/day-056.txt,neon-drift/telegram/day-056.md,neon-drift/emails/day-056.md,
neon-drift,57,launch,neon-drift/tweets/day-057.txt,neon-drift/telegram/day-057.md,neon-drift/emails/day-057.md,neon-drift/memes/meme-019.svg
neon-drift,58,tip,neon-drift/tweets/day-058.txt,neon-drift/telegram/day-058.md,neon-drift/emails/day-058.md,
neon-drift,59,feature,neon-drift/tweets/day-059.txt,neon-drift/telegram/day-059.md,neon-drift/emails/day-059.md,
neon-drift,60,community,neon-drift/tweets/day-060.txt,neon-drift/telegram/day-060.md,neon-drift/emails/day-060.md,neon-drift/memes/meme-020.svg
neon-drift,61,challenge,neon-drift/tweets/day-061.txt,neon-drift/telegram/day-061.md,neon-drift/emails/day-061.md,
neon-drift,62,meme,neon-drift/tweets/day-062.txt,neon-drift/telegram/day-062.md,neon-drift/emails/day-062.md,
neon-drift,63,weekend,neon-drift/tweets/day-063.txt,neon-drift/telegram/day-063.md,neon-drift/emails/day-063.md,neon-drift/memes/meme-021.svg
neon-drift,64,launch,neon-drift/tweets/day-064.txt,neon-drift/telegram/day-064.md,neon-drift/emails/day-064.md,
neon-drift,65,tip,neon-drift/tweets/day-065.txt,neon-drift/telegram/day-065.md,neon-drift/emails/day-065.md,
neon-drift,66,feature,neon-drift/tweets/day-066.txt,neon-drift/telegram/day-066.md,neon-drift/emails/day-066.md,neon-drift/memes/meme-022.svg
neon-drift,67,community,neon-drift/tweets/day-067.txt,neon-drift/telegram/day-067.md,neon-drift/emails/day-067.md,
neon-drift,68,challenge,neon-drift/tweets/day-068.txt,neon-drift/telegram/day-068.md,neon-drift/emails/day-068.md,
neon-drift,69,meme,neon-drift/tweets/day-069.txt,neon-drift/telegram/day-069.md,neon-drift/emails/day-069.md,neon-drift/memes/meme-023.svg
neon-drift,70,weekend,neon-drift/tweets/day-070.txt,neon-drift/telegram/day-070.md,neon-drift/emails/day-070.md,
neon-drift,71,launch,neon-drift/tweets/day-071.txt,neon-drift/telegram/day-071.md,neon-drift/emails/day-071.md,
neon-drift,72,tip,neon-drift/tweets/day-072.txt,neon-drift/telegram/day-072.md,neon-drift/emails/day-072.md,neon-drift/memes/meme-024.svg
neon-drift,73,feature,neon-drift/tweets/day-073.txt,neon-drift/telegram/day-073.md,neon-drift/emails/day-073.md,
neon-drift,74,community,neon-drift/tweets/day-074.txt,neon-drift/telegram/day-074.md,neon-drift/emails/day-074.md,
neon-drift,75,challenge,neon-drift/tweets/day-075.txt,neon-drift/telegram/day-075.md,neon-drift/emails/day-075.md,neon-drift/memes/meme-025.svg
neon-drift,76,meme,neon-drift/tweets/day-076.txt,neon-drift/telegram/day-076.md,neon-drift/emails/day-076.md,
neon-drift,77,weekend,neon-drift/tweets/day-077.txt,neon-drift/telegram/day-077.md,neon-drift/emails/day-077.md,
neon-drift,78,launch,neon-drift/tweets/day-078.txt,neon-drift/telegram/day-078.md,neon-drift/emails/day-078.md,neon-drift/memes/meme-026.svg
neon-drift,79,tip,neon-drift/tweets/day-079.txt,neon-drift/telegram/day-079.md,neon-drift/emails/day-079.md,
neon-drift,80,feature,neon-drift/tweets/day-080.txt,neon-drift/telegram/day-080.md,neon-drift/emails/day-080.md,
neon-drift,81,community,neon-drift/tweets/day-081.txt,neon-drift/telegram/day-081.md,neon-drift/emails/day-081.md,neon-drift/memes/meme-027.svg
neon-drift,82,challenge,neon-drift/tweets/day-082.txt,neon-drift/telegram/day-082.md,neon-drift/emails/day-082.md,
neon-drift,83,meme,neon-drift/tweets/day-083.txt,neon-drift/telegram/day-083.md,neon-drift/emails/day-083.md,
neon-drift,84,weekend,neon-drift/tweets/day-084.txt,neon-drift/telegram/day-084.md,neon-drift/emails/day-084.md,neon-drift/memes/meme-028.svg
neon-drift,85,launch,neon-drift/tweets/day-085.txt,neon-drift/telegram/day-085.md,neon-drift/emails/day-085.md,
neon-drift,86,tip,neon-drift/tweets/day-086.txt,neon-drift/telegram/day-086.md,neon-drift/emails/day-086.md,
neon-drift,87,feature,neon-drift/tweets/day-087.txt,neon-drift/telegram/day-087.md,neon-drift/emails/day-087.md,neon-drift/memes/meme-029.svg
neon-drift,88,community,neon-drift/tweets/day-088.txt,neon-drift/telegram/day-088.md,neon-drift/emails/day-088.md,
neon-drift,89,challenge,neon-drift/tweets/day-089.txt,neon-drift/telegram/day-089.md,neon-drift/emails/day-089.md,
neon-drift,90,meme,neon-drift/tweets/day-090.txt,neon-drift/telegram/day-090.md,neon-drift/emails/day-090.md,neon-drift/memes/meme-030.svg
shadow-strike,1,launch,shadow-strike/tweets/day-001.txt,shadow-strike/telegram/day-001.md,shadow-strike/emails/day-001.md,
shadow-strike,2,tip,shadow-strike/tweets/day-002.txt,shadow-strike/telegram/day-002.md,shadow-strike/emails/day-002.md,
shadow-strike,3,feature,shadow-strike/tweets/day-003.txt,shadow-strike/telegram/day-003.md,shadow-strike/emails/day-003.md,shadow-strike/memes/meme-001.svg
shadow-strike,4,community,shadow-strike/tweets/day-004.txt,shadow-strike/telegram/day-004.md,shadow-strike/emails/day-004.md,
shadow-strike,5,challenge,shadow-strike/tweets/day-005.txt,shadow-strike/telegram/day-005.md,shadow-strike/emails/day-005.md,
shadow-strike,6,meme,shadow-strike/tweets/day-006.txt,shadow-strike/telegram/day-006.md,shadow-strike/emails/day-006.md,shadow-strike/memes/meme-002.svg
shadow-strike,7,weekend,shadow-strike/tweets/day-007.txt,shadow-strike/telegram/day-007.md,shadow-strike/emails/day-007.md,
shadow-strike,8,launch,shadow-strike/tweets/day-008.txt,shadow-strike/telegram/day-008.md,shadow-strike/emails/day-008.md,
shadow-strike,9,tip,shadow-strike/tweets/day-009.txt,shadow-strike/telegram/day-009.md,shadow-strike/emails/day-009.md,shadow-strike/memes/meme-003.svg
shadow-strike,10,feature,shadow-strike/tweets/day-010.txt,shadow-strike/telegram/day-010.md,shadow-strike/emails/day-010.md,
shadow-strike,11,community,shadow-strike/tweets/day-011.txt,shadow-strike/telegram/day-011.md,shadow-strike/emails/day-011.md,
shadow-strike,12,challenge,shadow-strike/tweets/day-012.txt,shadow-strike/telegram/day-012.md,shadow-strike/emails/day-012.md,shadow-strike/memes/meme-004.svg
shadow-strike,13,meme,shadow-strike/tweets/day-013.txt,shadow-strike/telegram/day-013.md,shadow-strike/emails/day-013.md,
shadow-strike,14,weekend,shadow-strike/tweets/day-014.txt,shadow-strike/telegram/day-014.md,shadow-strike/emails/day-014.md,
shadow-strike,15,launch,shadow-strike/tweets/day-015.txt,shadow-strike/telegram/day-015.md,shadow-strike/emails/day-015.md,shadow-strike/memes/meme-005.svg
shadow-strike,16,tip,shadow-strike/tweets/day-016.txt,shadow-strike/telegram/day-016.md,shadow-strike/emails/day-016.md,
shadow-strike,17,feature,shadow-strike/tweets/day-017.txt,shadow-strike/telegram/day-017.md,shadow-strike/emails/day-017.md,
shadow-strike,18,community,shadow-strike/tweets/day-018.txt,shadow-strike/telegram/day-018.md,shadow-strike/emails/day-018.md,shadow-strike/memes/meme-006.svg
shadow-strike,19,challenge,shadow-strike/tweets/day-019.txt,shadow-strike/telegram/day-019.md,shadow-strike/emails/day-019.md,
shadow-strike,20,meme,shadow-strike/tweets/day-020.txt,shadow-strike/telegram/day-020.md,shadow-strike/emails/day-020.md,
shadow-strike,21,weekend,shadow-strike/tweets/day-021.txt,shadow-strike/telegram/day-021.md,shadow-strike/emails/day-021.md,shadow-strike/memes/meme-007.svg
shadow-strike,22,launch,shadow-strike/tweets/day-022.txt,shadow-strike/telegram/day-022.md,shadow-strike/emails/day-022.md,
shadow-strike,23,tip,shadow-strike/tweets/day-023.txt,shadow-strike/telegram/day-023.md,shadow-strike/emails/day-023.md,
shadow-strike,24,feature,shadow-strike/tweets/day-024.txt,shadow-strike/telegram/day-024.md,shadow-strike/emails/day-024.md,shadow-strike/memes/meme-008.svg
shadow-strike,25,community,shadow-strike/tweets/day-025.txt,shadow-strike/telegram/day-025.md,shadow-strike/emails/day-025.md,
shadow-strike,26,challenge,shadow-strike/tweets/day-026.txt,shadow-strike/telegram/day-026.md,shadow-strike/emails/day-026.md,
shadow-strike,27,meme,shadow-strike/tweets/day-027.txt,shadow-strike/telegram/day-027.md,shadow-strike/emails/day-027.md,shadow-strike/memes/meme-009.svg
shadow-strike,28,weekend,shadow-strike/tweets/day-028.txt,shadow-strike/telegram/day-028.md,shadow-strike/emails/day-028.md,
shadow-strike,29,launch,shadow-strike/tweets/day-029.txt,shadow-strike/telegram/day-029.md,shadow-strike/emails/day-029.md,
shadow-strike,30,tip,shadow-strike/tweets/day-030.txt,shadow-strike/telegram/day-030.md,shadow-strike/emails/day-030.md,shadow-strike/memes/meme-010.svg
shadow-strike,31,feature,shadow-strike/tweets/day-031.txt,shadow-strike/telegram/day-031.md,shadow-strike/emails/day-031.md,
shadow-strike,32,community,shadow-strike/tweets/day-032.txt,shadow-strike/telegram/day-032.md,shadow-strike/emails/day-032.md,
shadow-strike,33,challenge,shadow-strike/tweets/day-033.txt,shadow-strike/telegram/day-033.md,shadow-strike/emails/day-033.md,shadow-strike/memes/meme-011.svg
shadow-strike,34,meme,shadow-strike/tweets/day-034.txt,shadow-strike/telegram/day-034.md,shadow-strike/emails/day-034.md,
shadow-strike,35,weekend,shadow-strike/tweets/day-035.txt,shadow-strike/telegram/day-035.md,shadow-strike/emails/day-035.md,
shadow-strike,36,launch,shadow-strike/tweets/day-036.txt,shadow-strike/telegram/day-036.md,shadow-strike/emails/day-036.md,shadow-strike/memes/meme-012.svg
shadow-strike,37,tip,shadow-strike/tweets/day-037.txt,shadow-strike/telegram/day-037.md,shadow-strike/emails/day-037.md,
shadow-strike,38,feature,shadow-strike/tweets/day-038.txt,shadow-strike/telegram/day-038.md,shadow-strike/emails/day-038.md,
shadow-strike,39,community,shadow-strike/tweets/day-039.txt,shadow-strike/telegram/day-039.md,shadow-strike/emails/day-039.md,shadow-strike/memes/meme-013.svg
shadow-strike,40,challenge,shadow-strike/tweets/day-040.txt,shadow-strike/telegram/day-040.md,shadow-strike/emails/day-040.md,
shadow-strike,41,meme,shadow-strike/tweets/day-041.txt,shadow-strike/telegram/day-041.md,shadow-strike/emails/day-041.md,
shadow-strike,42,weekend,shadow-strike/tweets/day-042.txt,shadow-strike/telegram/day-042.md,shadow-strike/emails/day-042.md,shadow-strike/memes/meme-014.svg
shadow-strike,43,launch,shadow-strike/tweets/day-043.txt,shadow-strike/telegram/day-043.md,shadow-strike/emails/day-043.md,
shadow-strike,44,tip,shadow-strike/tweets/day-044.txt,shadow-strike/telegram/day-044.md,shadow-strike/emails/day-044.md,
shadow-strike,45,feature,shadow-strike/tweets/day-045.txt,shadow-strike/telegram/day-045.md,shadow-strike/emails/day-045.md,shadow-strike/memes/meme-015.svg
shadow-strike,46,community,shadow-strike/tweets/day-046.txt,shadow-strike/telegram/day-046.md,shadow-strike/emails/day-046.md,
shadow-strike,47,challenge,shadow-strike/tweets/day-047.txt,shadow-strike/telegram/day-047.md,shadow-strike/emails/day-047.md,
shadow-strike,48,meme,shadow-strike/tweets/day-048.txt,shadow-strike/telegram/day-048.md,shadow-strike/emails/day-048.md,shadow-strike/memes/meme-016.svg
shadow-strike,49,weekend,shadow-strike/tweets/day-049.txt,shadow-strike/telegram/day-049.md,shadow-strike/emails/day-049.md,
shadow-strike,50,launch,shadow-strike/tweets/day-050.txt,shadow-strike/telegram/day-050.md,shadow-strike/emails/day-050.md,
shadow-strike,51,tip,shadow-strike/tweets/day-051.txt,shadow-strike/telegram/day-051.md,shadow-strike/emails/day-051.md,shadow-strike/memes/meme-017.svg
shadow-strike,52,feature,shadow-strike/tweets/day-052.txt,shadow-strike/telegram/day-052.md,shadow-strike/emails/day-052.md,
shadow-strike,53,community,shadow-strike/tweets/day-053.txt,shadow-strike/telegram/day-053.md,shadow-strike/emails/day-053.md,
shadow-strike,54,challenge,shadow-strike/tweets/day-054.txt,shadow-strike/telegram/day-054.md,shadow-strike/emails/day-054.md,shadow-strike/memes/meme-018.svg
shadow-strike,55,meme,shadow-strike/tweets/day-055.txt,shadow-strike/telegram/day-055.md,shadow-strike/emails/day-055.md,
shadow-strike,56,weekend,shadow-strike/tweets/day-056.txt,shadow-strike/telegram/day-056.md,shadow-strike/emails/day-056.md,
shadow-strike,57,launch,shadow-strike/tweets/day-057.txt,shadow-strike/telegram/day-057.md,shadow-strike/emails/day-057.md,shadow-strike/memes/meme-019.svg
shadow-strike,58,tip,shadow-strike/tweets/day-058.txt,shadow-strike/telegram/day-058.md,shadow-strike/emails/day-058.md,
shadow-strike,59,feature,shadow-strike/tweets/day-059.txt,shadow-strike/telegram/day-059.md,shadow-strike/emails/day-059.md,
shadow-strike,60,community,shadow-strike/tweets/day-060.txt,shadow-strike/telegram/day-060.md,shadow-strike/emails/day-060.md,shadow-strike/memes/meme-020.svg
shadow-strike,61,challenge,shadow-strike/tweets/day-061.txt,shadow-strike/telegram/day-061.md,shadow-strike/emails/day-061.md,
shadow-strike,62,meme,shadow-strike/tweets/day-062.txt,shadow-strike/telegram/day-062.md,shadow-strike/emails/day-062.md,
shadow-strike,63,weekend,shadow-strike/tweets/day-063.txt,shadow-strike/telegram/day-063.md,shadow-strike/emails/day-063.md,shadow-strike/memes/meme-021.svg
shadow-strike,64,launch,shadow-strike/tweets/day-064.txt,shadow-strike/telegram/day-064.md,shadow-strike/emails/day-064.md,
shadow-strike,65,tip,shadow-strike/tweets/day-065.txt,shadow-strike/telegram/day-065.md,shadow-strike/emails/day-065.md,
shadow-strike,66,feature,shadow-strike/tweets/day-066.txt,shadow-strike/telegram/day-066.md,shadow-strike/emails/day-066.md,shadow-strike/memes/meme-022.svg
shadow-strike,67,community,shadow-strike/tweets/day-067.txt,shadow-strike/telegram/day-067.md,shadow-strike/emails/day-067.md,
shadow-strike,68,challenge,shadow-strike/tweets/day-068.txt,shadow-strike/telegram/day-068.md,shadow-strike/emails/day-068.md,
shadow-strike,69,meme,shadow-strike/tweets/day-069.txt,shadow-strike/telegram/day-069.md,shadow-strike/emails/day-069.md,shadow-strike/memes/meme-023.svg
shadow-strike,70,weekend,shadow-strike/tweets/day-070.txt,shadow-strike/telegram/day-070.md,shadow-strike/emails/day-070.md,
shadow-strike,71,launch,shadow-strike/tweets/day-071.txt,shadow-strike/telegram/day-071.md,shadow-strike/emails/day-071.md,
shadow-strike,72,tip,shadow-strike/tweets/day-072.txt,shadow-strike/telegram/day-072.md,shadow-strike/emails/day-072.md,shadow-strike/memes/meme-024.svg
shadow-strike,73,feature,shadow-strike/tweets/day-073.txt,shadow-strike/telegram/day-073.md,shadow-strike/emails/day-073.md,
shadow-strike,74,community,shadow-strike/tweets/day-074.txt,shadow-strike/telegram/day-074.md,shadow-strike/emails/day-074.md,
shadow-strike,75,challenge,shadow-strike/tweets/day-075.txt,shadow-strike/telegram/day-075.md,shadow-strike/emails/day-075.md,shadow-strike/memes/meme-025.svg
shadow-strike,76,meme,shadow-strike/tweets/day-076.txt,shadow-strike/telegram/day-076.md,shadow-strike/emails/day-076.md,
shadow-strike,77,weekend,shadow-strike/tweets/day-077.txt,shadow-strike/telegram/day-077.md,shadow-strike/emails/day-077.md,
shadow-strike,78,launch,shadow-strike/tweets/day-078.txt,shadow-strike/telegram/day-078.md,shadow-strike/emails/day-078.md,shadow-strike/memes/meme-026.svg
shadow-strike,79,tip,shadow-strike/tweets/day-079.txt,shadow-strike/telegram/day-079.md,shadow-strike/emails/day-079.md,
shadow-strike,80,feature,shadow-strike/tweets/day-080.txt,shadow-strike/telegram/day-080.md,shadow-strike/emails/day-080.md,
shadow-strike,81,community,shadow-strike/tweets/day-081.txt,shadow-strike/telegram/day-081.md,shadow-strike/emails/day-081.md,shadow-strike/memes/meme-027.svg
shadow-strike,82,challenge,shadow-strike/tweets/day-082.txt,shadow-strike/telegram/day-082.md,shadow-strike/emails/day-082.md,
shadow-strike,83,meme,shadow-strike/tweets/day-083.txt,shadow-strike/telegram/day-083.md,shadow-strike/emails/day-083.md,
shadow-strike,84,weekend,shadow-strike/tweets/day-084.txt,shadow-strike/telegram/day-084.md,shadow-strike/emails/day-084.md,shadow-strike/memes/meme-028.svg
shadow-strike,85,launch,shadow-strike/tweets/day-085.txt,shadow-strike/telegram/day-085.md,shadow-strike/emails/day-085.md,
shadow-strike,86,tip,shadow-strike/tweets/day-086.txt,shadow-strike/telegram/day-086.md,shadow-strike/emails/day-086.md,
shadow-strike,87,feature,shadow-strike/tweets/day-087.txt,shadow-strike/telegram/day-087.md,shadow-strike/emails/day-087.md,shadow-strike/memes/meme-029.svg
shadow-strike,88,community,shadow-strike/tweets/day-088.txt,shadow-strike/telegram/day-088.md,shadow-strike/emails/day-088.md,
shadow-strike,89,challenge,shadow-strike/tweets/day-089.txt,shadow-strike/telegram/day-089.md,shadow-strike/emails/day-089.md,
shadow-strike,90,meme,shadow-strike/tweets/day-090.txt,shadow-strike/telegram/day-090.md,shadow-strike/emails/day-090.md,shadow-strike/memes/meme-030.svg
